2008-07-31,4
2008-08-01,137
2008-08-02,93
2008-08-03,132
2008-08-04,325
2008-08-05,513
2008-08-06,503
2008-08-07,585
2008-08-08,441
2008-08-09,231
2008-08-10,187
2008-08-11,452
2008-08-12,552
2008-08-13,525
2008-08-14,633
2008-08-15,593
2008-08-16,255
2008-08-17,301
2008-08-18,766
2008-08-19,1008
2008-08-20,958
2008-08-21,1131
2008-08-22,1171
2008-08-23,495
2008-08-24,425
2008-08-25,887
2008-08-26,1157
2008-08-27,1287
2008-08-28,1375
2008-08-29,1167
2008-08-30,594
2008-08-31,474
2008-09-01,880
2008-09-02,1418
2008-09-03,1225
2008-09-04,1270
2008-09-05,1273
2008-09-06,536
2008-09-07,570
2008-09-08,1312
2008-09-09,1484
2008-09-10,1393
2008-09-11,1596
2008-09-12,1431
2008-09-13,571
2008-09-14,508
2008-09-15,4218
2008-09-16,6793
2008-09-17,6491
2008-09-18,5741
2008-09-19,5190
2008-09-20,1901
2008-09-21,1730
2008-09-22,4029
2008-09-23,4264
2008-09-24,3994
2008-09-25,4006
2008-09-26,3838
2008-09-27,1436
2008-09-28,1503
2008-09-29,2940
2008-09-30,3388
2008-10-01,3120
2008-10-02,3397
2008-10-03,2833
2008-10-04,1139
2008-10-05,1036
2008-10-06,2563
2008-10-07,2927
2008-10-08,3189
2008-10-09,3058
2008-10-10,2649
2008-10-11,1002
2008-10-12,1030
2008-10-13,2343
2008-10-14,2800
2008-10-15,2545
2008-10-16,2679
2008-10-17,2450
2008-10-18,1085
2008-10-19,998
2008-10-20,2378
2008-10-21,2802
2008-10-22,2855
2008-10-23,2705
2008-10-24,2330
2008-10-25,1057
2008-10-26,1012
2008-10-27,2008
2008-10-28,2612
2008-10-29,2635
2008-10-30,2522
2008-10-31,2212
2008-11-01,736
2008-11-02,895
2008-11-03,2015
2008-11-04,2618
2008-11-05,2356
2008-11-06,2682
2008-11-07,2445
2008-11-08,1016
2008-11-09,969
2008-11-10,2214
2008-11-11,2228
2008-11-12,2545
2008-11-13,2291
2008-11-14,2251
2008-11-15,1088
2008-11-16,924
2008-11-17,2078
2008-11-18,2311
2008-11-19,2427
2008-11-20,2407
2008-11-21,2249
2008-11-22,940
2008-11-23,913
2008-11-24,2093
2008-11-25,2442
2008-11-26,2336
2008-11-27,1647
2008-11-28,1511
2008-11-29,927
2008-11-30,886
2008-12-01,2025
2008-12-02,2347
2008-12-03,2344
2008-12-04,2421
2008-12-05,2109
2008-12-06,978
2008-12-07,893
2008-12-08,2117
2008-12-09,2354
2008-12-10,2359
2008-12-11,2449
2008-12-12,2214
2008-12-13,975
2008-12-14,834
2008-12-15,2067
2008-12-16,2251
2008-12-17,2503
2008-12-18,2347
2008-12-19,2154
2008-12-20,907
2008-12-21,889
2008-12-22,1854
2008-12-23,1902
2008-12-24,1306
2008-12-25,564
2008-12-26,780
2008-12-27,818
2008-12-28,978
2008-12-29,1661
2008-12-30,2040
2008-12-31,1640
2009-01-01,926
2009-01-02,1833
2009-01-03,1207
2009-01-04,1330
2009-01-05,2232
2009-01-06,2709
2009-01-07,2882
2009-01-08,2699
2009-01-09,2595
2009-01-10,1316
2009-01-11,1471
2009-01-12,2660
2009-01-13,2753
2009-01-14,2865
2009-01-15,2896
2009-01-16,2592
2009-01-17,1275
2009-01-18,1311
2009-01-19,2589
2009-01-20,2960
2009-01-21,2995
2009-01-22,2687
2009-01-23,2729
2009-01-24,1298
